matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.17,0,,0,0,1,0,1,1,1,10,730,Existing - Non-Strategic,Tech,33.22,1.78,40285,2,9,7,6,39,7,336.4,58611,Phase-Based Caps,0,1,0,132019,125.3,0.13,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,20,Broad,0,0,0,0,0,0,0,9.2,30,New,Manufacturing,36.11,1.68,26591,7,7,1,9,8,9,86.1,20212,Tiered FTO Pricing,0,0,0,35907,78.9,0.423,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.375,45,Existing - Non-Strategic,Tech,17.39,-1.23,16975,9,2,2,7,41,5,38.6,8343,Subscription (X applications/year),1,0,0,16125,90.2,0.476,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,18,Broad,0,0,0,0,0,0,0,9.18,30,Existing - Strategic,Manufacturing,22.1,1.71,24920,7,4,6,8,38,10,79,20489,Tiered FTO Pricing,0,0,0,45150,121.8,0.266,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.41,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Life Sciences,120.66,1.45,41969,1,1,4,7,25,4,510.7,126195,Contingency + Base,0,0,1,241821,95.4,0.053,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,7,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,42.46,0.27,35301,1,6,4,9,41,4,315.2,84343,Blended Rate,0,0,0,134607,61.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,654,0,0,0,0,0,2,654,New,Manufacturing,10.46,1.98,19987,10,10,3,4,49,4,72.8,18396,Success-Based,0,0,1,34210,91.2,0.185,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,7,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,New,Manufacturing,48.96,-1.82,31601,2,3,3,6,20,1,77,23024,Fixed Fee per OA,0,0,0,42865,81.2,0.085,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.13,0,,0,0,1,0,0,1,1,10,730,Existing - Non-Strategic,Life Sciences,49.11,0.24,42190,7,2,2,0,24,9,820.3,216472,Collar (Risk-Sharing),0,0,1,361413,59,0.092,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,453,0,0,0,0,0,4,453,Existing - Strategic,Manufacturing,24.36,-1.52,19107,2,7,3,10,47,6,82.9,21447,Phase-Based,0,1,0,32420,45.2,0.054,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,171,0,0,0,0,0,6,171,Existing - Non-Strategic,Energy,25.09,-0.86,17913,10,9,4,3,22,4,72.9,20849,Fixed Fee,0,0,0,32843,56.7,0.013,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,14,Narrow,0,0,0,0,0,0,0,5.14,30,New,Other,41.85,0.5,16983,7,3,4,5,27,9,49.6,13037,Fixed Fee per FTO,0,0,0,27587,106.1,0.238,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,2,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Energy,34.7,-0.6,37069,2,4,2,9,29,5,366,66868,Phase-Based,0,1,0,110077,72.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,711,0,0,0,0,0,4,711,New,Life Sciences,18.58,-0.31,26784,3,6,6,10,10,5,63.8,12667,Phase-Based,0,1,0,23793,78.3,0.567,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.4,30,Existing - Non-Strategic,Life Sciences,143.04,0.75,14635,3,5,8,7,2,5,30.6,5583,Tiered (Simple/Medium/Complex),0,0,0,10698,83.3,0.729,1
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,3,4,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Other,27.68,1.6,33070,3,1,2,0,50,6,85.9,23483,OA + Attorney Consult (Fixed),0,0,0,52462,122.2,0.247,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,169,0,0,0,0,0,4,169,Existing - Non-Strategic,Finance,62.78,-0.61,16088,4,3,1,7,30,7,63.2,11009,Fixed Fee,0,0,0,20198,86.2,0.327,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.14,0,,0,0,1,1,1,1,0,10,730,Existing - Non-Strategic,Tech,37.58,1.12,44583,8,8,11,7,30,6,454.5,70282,Success Bonus Structure,0,0,1,137788,100.7,0.078,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,3,5,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,New,Life Sciences,18.74,1.68,33677,2,5,11,10,38,3,111,31257,Volume-based Discount Model,0,0,0,71551,127.2,0.077,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,8.6,540,Existing - Non-Strategic,Finance,23.43,0.12,31627,8,8,1,10,36,10,282,61003,Caps + Collars,0,1,1,124514,108.3,0.106,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Medium,11,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.275,45,New,Energy,42.19,0.18,20312,5,9,7,2,43,3,49.4,8846,Tiered (Simple/Medium/Complex),0,0,0,19175,110.1,0.511,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,4,4,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Manufacturing,9.71,1.74,32711,8,8,4,8,16,9,62.4,15280,Volume-based Discount Model,0,0,0,27905,73.7,0.775,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,2,7,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Finance,77.57,-1.71,39203,7,4,8,9,7,9,443.3,112682,Caps + Collars,0,1,1,198343,72.8,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.4,45,Existing - Strategic,Finance,57.28,0.73,19652,3,6,3,4,34,8,44.2,10915,Subscription (X applications/year),1,0,0,23573,106.3,0.451,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,0,9,0,0,,0,0,0,0,0,0,0,9.8,540,Existing - Non-Strategic,Energy,53.35,-1.43,35109,10,7,8,10,25,4,451.9,102054,Fixed Fee – Petition Only,0,0,0,201648,90.9,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,15,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.375,30,Existing - Strategic,Tech,17.26,1.2,12709,1,4,10,0,49,4,32.2,7548,Fixed Fee per Application,0,0,0,13012,68.7,0.522,1
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.14,0,,0,0,1,0,1,1,0,10,730,New,Tech,205.8,-0.67,40587,7,8,8,1,5,5,726.3,163826,Blended Rate,0,0,0,311733,98.3,0.01,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.65,0,,0,0,1,1,1,1,0,10,730,Existing - Non-Strategic,Tech,65.01,1.4,40803,7,7,7,5,4,3,420.8,71520,Phase-Based Caps,0,1,0,152425,117.1,0.03,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,58,Moderate,0,0,0,0,0,0,0,7.58,30,Existing - Strategic,Manufacturing,11.18,-1.96,17802,4,2,9,1,8,9,51.9,14834,Risk-Based (Emerging),0,0,1,23839,54.4,0.248,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,396,0,0,0,0,0,8,396,New,Life Sciences,30.35,1.01,30253,7,2,2,1,31,10,98.3,19440,Fixed Fee,0,0,0,32842,73.4,0.587,1
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,2,6,0,0,0,0,0,,0,0,0,0,0,0,0,9,365,New,Other,12.77,1.05,27378,7,3,5,8,46,10,59.3,11030,Fixed Fee per OA,0,0,0,23370,113.1,0.761,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Medium,34,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.85,45,Existing - Strategic,Life Sciences,59.54,0.07,21247,4,8,4,5,9,6,35,7981,Hourly,0,0,0,16925,112.4,0.671,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,86,0,0,0,0,0,5,86,Existing - Strategic,Finance,36.47,0.76,15849,3,7,8,0,17,3,96.4,17560,Hourly,0,0,0,33844,92.3,0.03,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,21,Narrow,0,0,0,0,0,0,0,5.21,30,Existing - Non-Strategic,Tech,18.68,-1.48,14471,4,8,9,9,18,10,59.6,12622,Fixed Fee per FTO,0,0,0,19320,55.1,0.294,1
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,14,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5.35,45,Existing - Strategic,Other,29.84,-0.15,17554,3,7,1,7,6,7,27.4,5145,Tiered (Simple/Medium/Complex),0,0,0,10687,105.8,0.796,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,292,0,0,0,0,0,8,292,Existing - Strategic,Tech,31.51,-0.7,26738,9,10,8,6,0,1,56.6,11227,Hourly,0,0,0,21219,77.2,0.535,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,267,0,0,0,0,0,8,267,Existing - Non-Strategic,Tech,48.62,-0.27,27363,1,8,4,5,23,1,30.2,5612,Phase-Based,0,1,0,11895,109.4,0.751,1
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,27,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.675,30,Existing - Strategic,Manufacturing,41.21,0.05,12969,7,2,1,9,9,1,41.7,6729,Tiered (Simple/Medium/Complex),0,0,0,10940,67.9,0.538,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,10,Moderate,0,0,0,0,0,0,0,7.1,30,Existing - Strategic,Tech,48.53,1.92,19397,4,1,9,5,36,4,16.7,4779,Fixed Fee per FTO,0,0,0,9641,101.8,0.895,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,265,0,0,0,0,0,4,265,New,Finance,22.35,1.81,16467,9,10,5,2,5,8,66.6,11711,Subscription,1,0,0,20359,66,0.48,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Medium,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.575,45,New,Manufacturing,62.97,-1.58,21010,5,9,5,3,24,5,15.5,2477,Hourly,0,0,0,4756,84.4,0.832,1
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,9.6,540,New,Other,10.7,1.64,33922,9,5,10,8,5,10,299.1,63945,Fixed Fee – Petition Only,0,0,0,115621,78.3,0.183,0
IP,IP - Patent Drafting,1,Patent Drafting,Pharma,Simple,18,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.45,30,Existing - Strategic,Life Sciences,22.39,0.64,10618,7,1,7,1,4,1,60.8,9404,Tiered (Simple/Medium/Complex),0,0,0,18687,95.4,0.045,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,14,Broad,0,0,0,0,0,0,0,9.14,30,New,Finance,9.33,-0.77,26766,8,4,1,5,42,10,86.4,16585,Risk-Based (Emerging),0,0,1,33266,107.4,0.387,1
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,14,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.35,60,New,Tech,4.78,1.65,22422,2,8,3,3,19,2,46.3,10564,Tiered (Simple/Medium/Complex),0,0,0,22107,107.4,0.533,0
IP,IP - Patent Drafting,1,Patent Drafting,Semiconductors,Simple,33,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.825,30,New,Energy,59.79,1.33,15263,4,6,3,3,25,4,31.4,8912,Fixed Fee per Application,0,0,0,18379,109.4,0.398,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.36,0,,0,0,0,0,0,1,1,10,730,Existing - Strategic,Energy,162.23,-0.11,38951,4,10,6,3,40,5,615.2,176160,Phase-Based Caps,0,1,0,364244,100.3,0.01,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.43,0,,0,0,1,1,0,1,1,10,730,New,Life Sciences,37.32,1.88,37946,3,1,7,10,40,10,586.5,142366,Success Bonus Structure,0,0,1,325080,134.1,0.194,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Complex,21,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.525,60,Existing - Non-Strategic,Other,14.66,-1.42,24891,1,6,7,2,13,9,49.4,11264,Fixed Fee per Application,0,0,0,19788,72.1,0.658,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,40,Narrow,0,0,0,0,0,0,0,5.4,30,Existing - Strategic,Other,31.26,-0.79,18362,10,5,8,8,7,6,48,12765,Risk-Based (Emerging),0,0,1,22677,78.3,0.311,1
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,3,5,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Energy,32.63,0.66,33377,1,10,8,6,18,6,81.1,23496,Hourly,0,0,0,39249,69.1,0.424,1
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,3,7,0,0,,0,0,0,0,0,0,0,10,540,New,Life Sciences,43.08,1.73,32537,4,10,3,8,6,2,414.9,102803,Caps + Collars,0,1,1,228458,121.7,0.027,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,374,0,0,0,0,0,2,374,Existing - Non-Strategic,Energy,21.13,1.89,19163,5,6,9,10,25,5,79.5,22444,Success-Based,0,0,1,50773,123.6,0.102,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,13,Narrow,0,0,0,0,0,0,0,5.13,30,Existing - Non-Strategic,Tech,14.45,-0.14,17382,6,8,3,7,2,3,35.5,6277,Ongoing Subscription,1,0,0,12930,110,0.636,1
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,42,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.05,30,Existing - Strategic,Finance,55.3,1.25,12400,10,9,7,5,26,9,65,13386,Subscription (X applications/year),1,0,0,25948,92,0.179,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,3,6,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,16.08,-1.38,38211,6,4,8,6,46,5,271.7,52006,Phase-Based,0,1,0,70967,41.1,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,1,6,0,0,0,0,0,,0,0,0,0,0,0,0,8,365,New,Finance,32.37,1.31,30824,10,7,6,1,22,3,36.4,10275,Volume-based Discount Model,0,0,0,21019,105,0.747,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.21,0,,0,0,1,0,0,1,0,10,730,Existing - Strategic,Life Sciences,43.71,-0.66,35667,9,10,2,5,17,2,614.7,159924,Success Bonus Structure,0,0,1,291557,82,0.01,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Energy,20.42,-1.9,36290,8,3,3,8,7,4,357.9,57349,Caps + Collars,0,1,1,104518,76.6,0.01,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,8.4,540,Existing - Non-Strategic,Tech,50.69,-1.43,32009,8,9,11,7,18,4,294,81146,Caps + Collars,0,1,1,135115,75.7,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,495,0,0,0,0,0,2,495,New,Finance,25.44,1.77,18667,8,2,9,6,42,2,13.5,3223,Fixed Fee,0,0,0,6439,100.8,0.906,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,164,0,0,0,0,0,2,164,Existing - Non-Strategic,Manufacturing,31.53,0.45,9437,2,2,9,6,0,5,40.2,7119,Phase-Based,0,1,0,11078,63,0.395,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,5,4,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Energy,34.13,-1.95,33067,7,6,6,5,35,7,90.2,16242,Hourly,0,0,0,25952,65.6,0.598,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.28,0,,0,0,1,1,1,1,1,10,730,New,Life Sciences,35.11,1.34,39626,4,8,7,7,19,5,538.6,140676,Phase-Based Caps,0,1,0,259574,83,0.067,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,2,6,0,0,,0,0,0,0,0,0,0,10,540,New,Finance,127.35,-1.74,36731,9,10,1,3,46,2,312.1,82353,Fixed Fee – Petition Only,0,0,0,119510,48.8,0.01,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,38,Broad,0,0,0,0,0,0,0,9.38,30,Existing - Non-Strategic,Life Sciences,125.16,-1.75,27011,1,8,4,9,5,6,81.8,19474,Fixed Fee per FTO,0,0,0,28825,48.9,0.382,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Complex,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.375,60,New,Tech,20.34,-1.12,25103,5,5,11,2,3,5,77.4,20891,Tiered (Simple/Medium/Complex),0,0,0,39954,86.9,0.089,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,2,3,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Strategic,Energy,100.91,1.97,24176,8,7,2,6,33,8,84.2,24644,Hourly,0,0,0,57814,131.7,0.174,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,592,0,0,0,0,0,8,592,Existing - Strategic,Energy,48.96,0.07,33987,7,10,4,5,7,7,71.7,18847,Fixed Fee,0,0,0,41358,113,0.386,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,12,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.3,30,Existing - Non-Strategic,Finance,11.14,0.94,15025,10,5,8,0,5,2,66.3,15127,Fixed Fee per Application,0,0,0,32077,117.7,0.019,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,2,4,0,0,,0,0,0,0,0,0,0,10,540,New,Tech,37.88,1.71,35666,9,7,1,3,27,6,242.1,42917,Caps + Collars,0,1,1,99260,134.6,0.11,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,5,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Other,19.35,1.85,32510,3,9,9,9,14,3,98.1,16837,OA + Attorney Consult (Fixed),0,0,0,29392,74.5,0.624,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,0,6,1,0,0,0,0,,0,0,0,0,0,0,0,8,365,New,Manufacturing,29.83,1.13,28313,2,3,2,5,8,3,66.1,15686,Volume-based Discount Model,0,0,0,26242,64,0.571,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,1,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Life Sciences,16.8,0.96,36441,7,10,1,5,27,3,373.8,100513,Fixed Fee – Petition Only,0,0,0,181369,84.1,0.01,1
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.16,0,,0,0,1,1,1,1,0,10,730,Existing - Non-Strategic,Finance,13.72,-0.76,38143,7,9,9,9,22,3,686.4,189776,Blended Rate,0,0,0,369936,96.9,0.01,0
IP,IP - FTO,1,FTO,AI,,0,0,0,0,0,0,0,0,16,Narrow,0,0,0,0,0,0,0,5.16,30,New,Finance,5.6,-0.49,20419,5,4,8,1,30,1,52.8,13699,Tiered FTO Pricing,0,0,0,23023,62.9,0.301,0
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,5,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.125,30,New,Tech,91.75,-0.22,10911,7,6,5,6,20,5,41.1,11927,Subscription (X applications/year),1,0,0,24946,99.3,0.01,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,4,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Manufacturing,54.82,-1.58,30299,7,6,6,1,20,7,48,13602,OA + Attorney Consult (Fixed),0,0,0,23826,76,0.616,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,1,5,1,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Non-Strategic,Other,50,-0.31,27939,10,3,8,6,24,8,44.8,8916,Fixed Fee per OA,0,0,0,18214,106.6,0.784,1
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,7,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Life Sciences,42.03,1.63,32654,1,7,2,6,50,5,60.5,11686,OA + Attorney Consult (Fixed),0,0,0,19840,81.7,0.846,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,603,0,0,0,0,0,5,603,Existing - Strategic,Finance,36.24,-1.07,25949,8,3,11,6,15,2,107.8,22403,Success-Based,0,0,1,37370,76,0.097,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,244,0,0,0,0,0,3,244,Existing - Non-Strategic,Tech,54.71,1.58,17306,8,7,3,0,18,8,15.2,4143,Subscription,1,0,0,9297,121.6,0.939,1
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.41,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Finance,11.48,0.62,41225,8,1,7,3,16,8,595.6,111628,Collar (Risk-Sharing),0,0,1,232227,103.1,0.091,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,46,Narrow,0,0,0,0,0,0,0,5.46,30,Existing - Strategic,Finance,51.33,-0.22,20438,10,9,7,10,26,3,65.4,10296,Risk-Based (Emerging),0,0,1,16300,66.3,0.596,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,35,0,0,0,0,0,6,35,New,Other,28.86,1.08,18693,8,4,3,8,7,4,58.1,15353,Success-Based,0,0,1,24234,63.3,0.325,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,3,3,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Non-Strategic,Life Sciences,5.93,0.08,33518,8,4,11,0,23,9,49.9,9918,Hourly,0,0,0,17966,84.5,0.885,0
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,43,Moderate,0,0,0,0,0,0,0,7.43,30,Existing - Non-Strategic,Other,41.78,-1.96,16090,6,10,9,3,29,2,46.8,11114,Risk-Based (Emerging),0,0,1,20129,85.4,0.162,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Simple,29,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.725,30,Existing - Non-Strategic,Life Sciences,50.99,1.17,17677,10,9,9,6,29,10,56.4,14940,Tiered (Simple/Medium/Complex),0,0,0,27825,87.8,0.31,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,7,0,0,,0,0,0,0,0,0,0,10,540,New,Life Sciences,39.64,1.86,36101,1,7,10,5,17,9,326.9,77908,Fixed Fee – Petition Only,0,0,0,164455,101.5,0.173,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,505,0,0,0,0,0,7,505,Existing - Strategic,Manufacturing,19.29,1.55,26701,3,5,3,5,2,9,17.7,2845,Subscription,1,0,0,6356,122.7,0.99,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,378,0,0,0,0,0,8,378,Existing - Strategic,Manufacturing,99.93,1.32,27389,2,10,4,1,10,5,147.8,25849,Fixed Fee,0,0,0,45318,76.7,0.189,0
IP,IP - Prosecution,1,Prosecution,Other,,0,0,1,5,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,New,Energy,49.43,1.8,26422,5,7,10,7,26,8,50.9,10119,Portfolio Subscription,1,0,0,22437,121.1,0.761,1
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.59,0,,0,0,1,0,0,1,0,8,730,Existing - Strategic,Manufacturing,18.76,0.37,32917,8,6,1,6,34,7,522.1,80927,Phase-Based Caps,0,1,0,125413,49.2,0.059,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,23,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.575,30,New,Life Sciences,7.82,-0.74,14568,9,5,11,3,38,6,39.1,7249,Fixed Fee per Application,0,0,0,11218,59.5,0.649,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,435,0,0,0,0,0,6,435,New,Manufacturing,26.49,1.32,22192,8,2,11,1,43,1,146.7,24992,Phase-Based,0,1,0,56109,125.4,0.01,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Finance,17.18,-1.94,35416,5,8,11,10,0,1,243.9,48273,Phase-Based,0,1,0,89794,90.7,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,76,0,0,0,0,0,8,76,Existing - Non-Strategic,Finance,63.7,1.79,20293,1,10,11,3,12,5,97.8,25825,Phase-Based,0,1,0,56291,112.6,0.094,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,3,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Manufacturing,45.04,0.61,33312,7,2,10,5,36,9,83.8,24322,Fixed Fee per OA,0,0,0,50275,108,0.289,0
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.16,0,,0,0,1,1,0,0,0,10,730,New,Other,39,0.58,36557,5,5,8,4,20,1,436.1,73000,Phase-Based Caps,0,1,0,115271,56.3,0.01,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,1,8,0,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Non-Strategic,Life Sciences,85.05,0.37,30187,10,4,8,7,31,9,74.2,12999,Volume-based Discount Model,0,0,0,22408,70.9,0.783,1
